index	prediction
9363	147
9364	34
9365	16
9366	126
9367	177
9368	136
9369	147
9370	34
9371	127
9372	96
9373	191
9374	66
9375	72
9376	34
9377	147
9378	153
9379	91
9380	52
9381	134
9382	64
9383	137
9384	173
9385	27
9386	174
9387	172
9388	58
9389	46
9390	170
9391	171
9392	136
9393	168
9394	137
9395	136
9396	147
9397	122
9398	127
9399	108
9400	88
9401	88
9402	137
9403	173
9404	37
9405	172
9406	160
9407	46
9408	195
9409	170
9410	171
9411	137
9412	135
9413	79
9414	72
9415	117
9416	34
9417	52
9418	52
9419	117
9420	34
9421	117
9422	91
9423	147
9424	34
9425	16
9426	177
9427	84
9428	134
9429	64
9430	110
9431	110
9432	134
9433	64
9434	37
9435	136
9436	147
9437	161
9438	185
9439	130
9440	68
9441	115
9442	153
9443	136
9444	147
9445	34
9446	16
9447	127
9448	88
9449	134
9450	64
9451	37
9452	136
9453	147
9454	34
9455	16
9456	127
9457	177
9458	136
9459	147
9460	16
9461	136
9462	126
9463	136
9464	34
9465	34
9466	126
9467	161
9468	175
9469	40
9470	130
9471	68
9472	153
9473	153
9474	129
9475	37
9476	52
9477	52
9478	129
9479	37
9480	129
9481	117
9482	37
9483	175
9484	55
9485	167
9486	117
9487	128
9488	34
9489	52
9490	52
9491	130
9492	34
9493	130
9494	136
9495	147
9496	38
9497	200
9498	58
9499	91
9500	167
9501	52
9502	52
9503	91
9504	167
9505	91
9506	136
9507	147
9508	34
9509	127
9510	38
9511	200
9512	136
9513	147
9514	34
9515	38
9516	108
9517	134
9518	64
9519	37
9520	136
9521	147
9522	34
9523	16
9524	127
9525	133
9526	157
9527	196
9528	134
9529	64
9530	37
9531	136
9532	147
9533	34
9534	38
9535	40
9536	110
9537	191
9538	5
9539	132
9540	136
9541	147
9542	16
9543	177
9544	120
9545	134
9546	64
9547	37
9548	110
9549	191
9550	70
9551	190
9552	44
9553	128
9554	153
9555	50
9556	102
9557	50
9558	132
9559	8
9560	190
9561	164
9562	15
9563	150
9564	132
9565	5
9566	190
9567	81
9568	43
9569	9
9570	89
9571	136
9572	147
9573	34
9574	127
9575	34
9576	126
9577	175
9578	40
9579	136
9580	147
9581	34
9582	127
9583	122
9584	126
9585	40
9586	133
9587	64
9588	167
9589	137
9590	173
9591	167
9592	174
9593	172
9594	160
9595	195
9596	58
9597	195
9598	170
9599	171
9600	17
9601	112
9602	143
9603	120
9604	120
9605	136
9606	147
9607	16
9608	177
9609	127
9610	136
9611	147
9612	122
9613	122
9614	105
9615	130
9616	115
9617	70
9618	136
9619	147
9620	42
9621	8
9622	72
9623	66
9624	181
9625	190
9626	136
9627	147
9628	34
9629	16
9630	127
9631	34
9632	136
9633	128
9634	24
9635	196
9636	69
9637	137
9638	173
9639	27
9640	174
9641	172
9642	58
9643	160
9644	170
9645	171
9646	137
9647	143
9648	137
9649	173
9650	174
9651	58
9652	16
9653	98
9654	136
9655	147
9656	34
9657	38
9658	127
9659	134
9660	64
9661	37
9662	136
9663	37
9664	175
9665	136
9666	175
9667	91
9668	91
9669	167
9670	52
9671	52
9672	91
9673	167
9674	91
9675	128
9676	121
9677	70
9678	134
9679	64
9680	37
9681	134
9682	64
9683	136
9684	147
9685	34
9686	16
9687	127
9688	177
9689	137
9690	173
9691	34
9692	174
9693	172
9694	160
9695	195
9696	195
9697	112
9698	171
9699	16
9700	137
9701	178
9702	114
9703	58
9704	58
9705	41
9706	134
9707	64
9708	25
9709	136
9710	147
9711	34
9712	127
9713	40
9714	134
9715	64
9716	37
9717	117
9718	25
9719	52
9720	52
9721	117
9722	25
9723	117
9724	187
9725	27
9726	55
9727	55
9728	187
9729	27
9730	187
9731	137
9732	173
9733	34
9734	174
9735	172
9736	58
9737	195
9738	170
9739	171
9740	16
9741	112
9742	137
9743	173
9744	27
9745	174
9746	172
9747	160
9748	46
9749	58
9750	195
9751	170
9752	171
9753	17
9754	137
9755	143
9756	120
9757	120
9758	136
9759	147
9760	34
9761	16
9762	127
9763	136
9764	147
9765	34
9766	127
9767	34
9768	126
9769	175
9770	40
9771	91
9772	37
9773	55
9774	52
9775	91
9776	37
9777	91
9778	136
9779	147
9780	34
9781	16
9782	38
9783	126
9784	147
9785	34
9786	16
9787	127
9788	130
9789	68
9790	115
9791	167
9792	134
9793	64
9794	37
9795	136
9796	147
9797	34
9798	16
9799	127
9800	96
9801	137
9802	173
9803	27
9804	174
9805	172
9806	160
9807	46
9808	58
9809	195
9810	170
9811	171
9812	17
9813	112
9814	143
9815	120
9816	120
9817	136
9818	147
9819	136
9820	15
9821	136
9822	20
9823	25
9824	50
9825	50
9826	20
9827	91
9828	68
9829	37
9830	157
9831	134
9832	64
9833	157
9834	136
9835	147
9836	34
9837	16
9838	84
9839	91
9840	147
9841	34
9842	34
9843	87
9844	134
9845	64
9846	37
9847	130
9848	68
9849	115
9850	153
9851	136
9852	147
9853	157
9854	16
9855	156
9856	128
9857	25
9858	55
9859	52
9860	167
9861	102
9862	91
9863	25
9864	55
9865	55
9866	167
9867	102
9868	136
9869	147
9870	34
9871	16
9872	127
9873	91
9874	37
9875	52
9876	52
9877	167
9878	117
9879	130
9880	68
9881	115
9882	115
9883	107
9884	147
9885	34
9886	162
9887	28
9888	136
9889	147
9890	34
9891	16
9892	177
9893	136
9894	147
9895	16
9896	177
9897	108
9898	126
9899	189
9900	91
9901	134
9902	64
9903	37
9904	136
9905	147
9906	34
9907	38
9908	167
9909	85
9910	133
9911	5
9912	190
9913	31
9914	79
9915	130
9916	68
9917	115
9918	153
9919	83
9920	25
9921	55
9922	52
9923	83
9924	167
9925	83
9926	136
9927	147
9928	34
9929	34
9930	119
9931	136
9932	147
9933	38
9934	200
9935	58
9936	137
9937	173
9938	37
9939	174
9940	172
9941	160
9942	46
9943	52
9944	170
9945	171
9946	134
9947	64
9948	37
9949	136
9950	147
9951	34
9952	35
9953	200
9954	85
9955	136
9956	167
9957	175
9958	136
9959	175
9960	136
9961	138
9962	5
9963	190
9964	184
9965	164
9966	136
9967	147
9968	34
9969	108
9970	84
9971	136
9972	25
9973	55
9974	52
9975	136
9976	25
9977	136
9978	130
9979	68
9980	115
9981	153
9982	136
9983	147
9984	34
9985	200
9986	85
9987	133
9988	64
9989	37
9990	172
9991	147
9992	34
9993	16
9994	85
9995	136
9996	147
9997	27
9998	127
9999	85
10000	132
10001	80
10002	189
10003	136
10004	147
10005	70
10006	38
10007	87
10008	127
10009	147
10010	127
10011	58
10012	34
10013	136
10014	147
10015	34
10016	34
10017	106
10018	130
10019	68
10020	115
10021	153
10022	136
10023	147
10024	34
10025	16
10026	127
10027	136
10028	147
10029	38
10030	136
10031	147
10032	34
10033	38
10034	175
10035	117
10036	70
10037	55
10038	55
10039	117
10040	70
10041	117
10042	134
10043	64
10044	37
10045	136
10046	147
10047	37
10048	16
10049	127
10050	25
10051	52
10052	52
10053	153
10054	102
10055	136
10056	147
10057	34
10058	127
10059	38
10060	137
10061	173
10062	34
10063	174
10064	172
10065	46
10066	46
10067	58
10068	46
10069	170
10070	137
10071	120
10072	120
10073	136
10074	147
10075	34
10076	85
10077	108
10078	85
10079	91
10080	25
10081	103
10082	127
10083	147
10084	34
10085	15
10086	127
10087	177
10088	175
10089	136
10090	147
10091	122
10092	16
10093	127
10094	30
10095	83
10096	71
10097	59
10098	2
10099	136
10100	147
10101	126
10102	200
10103	175
10104	156
10105	156
10106	156
10107	136
10108	147
10109	34
10110	127
10111	175
10112	136
10113	147
10114	34
10115	40
10116	127
10117	136
10118	147
10119	161
10120	185
10121	136
10122	169
10123	185
10124	34
10125	5
10126	190
10127	164
10128	82
10129	137
10130	173
10131	34
10132	174
10133	172
10134	160
10135	46
10136	58
10137	195
10138	170
10139	171
10140	15
10141	112
10142	143
10143	120
10144	105
10145	45
10146	178
10147	136
10148	147
10149	16
10150	130
10151	108
10152	136
10153	147
10154	27
10155	85
10156	200
10157	60
10158	199
10159	156
10160	136
10161	147
10162	161
10163	185
10164	136
10165	147
10166	122
10167	122
10168	200
10169	85
10170	58
10171	136
10172	147
10173	34
10174	38
10175	34
10176	108
10177	147
10178	136
10179	147
10180	34
10181	38
10182	175
10183	3
10184	91
10185	25
10186	52
10187	52
10188	167
10189	102
10190	134
10191	64
10192	37
10193	134
10194	36
10195	52
10196	132
10197	4
10198	193
10199	164
10200	16
10201	150
10202	130
10203	68
10204	115
10205	115
10206	136
10207	147
10208	34
10209	127
10210	40
10211	130
10212	68
10213	115
10214	153
10215	137
10216	173
10217	174
10218	98
10219	46
10220	139
10221	154
10222	136
10223	34
10224	59
10225	138
10226	8
10227	193
10228	184
10229	164
10230	186
10231	30
10232	83
10233	71
10234	59
10235	2
10236	136
10237	147
10238	34
10239	16
10240	127
10241	34
10242	126
10243	110
10244	115
10245	136
10246	147
10247	34
10248	108
10249	85
10250	136
10251	147
10252	34
10253	16
10254	127
10255	130
10256	68
10257	115
10258	153
10259	136
10260	147
10261	34
10262	127
10263	84
10264	91
10265	5
10266	191
10267	164
10268	66
10269	4
10270	167
10271	52
10272	55
10273	5
10274	167
10275	5
10276	136
10277	145
10278	108
10279	70
10280	190
10281	183
10282	25
10283	5
10284	190
10285	82
10286	164
10287	16
10288	148
10289	34
10290	182
10291	130
10292	68
10293	115
10294	136
10295	147
10296	34
10297	127
10298	40
10299	136
10300	147
10301	34
10302	16
10303	127
10304	177
10305	34
10306	127
10307	136
10308	147
10309	108
10310	136
10311	147
10312	34
10313	15
10314	177
10315	136
10316	36
10317	131
10318	5
10319	190
10320	79
10321	150
10322	133
10323	26
10324	58
10325	58
10326	91
10327	101
10328	130
10329	52
10330	115
10331	153
10332	136
10333	147
10334	34
10335	16
10336	127
10337	34
10338	136
10339	136
10340	147
10341	167
10342	16
10343	127
10344	136
10345	147
10346	84
10347	200
10348	84
10349	136
10350	68
10351	115
10352	37
10353	136
10354	147
10355	34
10356	108
10357	85
10358	129
10359	27
10360	55
10361	55
10362	129
10363	34
10364	129
10365	129
10366	5
10367	190
10368	164
10369	127
10370	136
10371	147
10372	34
10373	38
10374	108
10375	136
10376	147
10377	25
10378	127
10379	25
10380	175
10381	134
10382	64
10383	37
10384	134
10385	64
10386	37
10387	136
10388	147
10389	34
10390	16
10391	38
10392	106
10393	136
10394	147
10395	27
10396	127
10397	38
10398	85
10399	110
10400	191
10401	70
10402	191
10403	44
10404	91
10405	147
10406	75
10407	200
10408	175
10409	156
10410	94
10411	156
10412	136
10413	147
10414	60
10415	16
10416	60
10417	60
10418	177
10419	60
10420	60
10421	60
10422	60
10423	60
10424	60
10425	60
10426	60
10427	60
10428	60
10429	60
10430	60
10431	60
10432	60
10433	60
10434	136
10435	147
10436	34
10437	177
10438	161
10439	162
10440	134
10441	64
10442	37
10443	130
10444	68
10445	115
10446	153
10447	38
10448	68
10449	115
10450	153
10451	137
10452	173
10453	27
10454	174
10455	172
10456	160
10457	160
10458	58
10459	46
10460	170
10461	171
10462	17
10463	137
10464	143
10465	120
10466	105
10467	133
10468	36
10469	136
10470	147
10471	34
10472	16
10473	127
10474	91
10475	91
10476	145
10477	136
10478	147
10479	153
10480	96
10481	5
10482	80
10483	34
10484	5
10485	79
10486	164
10487	150
10488	43
10489	136
10490	147
10491	34
10492	127
10493	85
10494	134
10495	64
10496	27
10497	136
10498	147
10499	34
10500	127
10501	108
10502	25
10503	30
10504	167
10505	171
10506	136
10507	147
10508	34
10509	16
10510	127
10511	136
10512	147
10513	34
10514	16
10515	127
10516	136
10517	147
10518	34
10519	127
10520	34
10521	126
10522	40
10523	136
10524	147
10525	34
10526	38
10527	34
10528	85
10529	130
10530	68
10531	115
10532	153
10533	129
10534	64
10535	25
10536	136
10537	34
10538	127
10539	34
10540	127
10541	34
10542	147
10543	34
10544	15
10545	132
10546	177
10547	130
10548	68
10549	115
10550	153
10551	136
10552	147
10553	38
10554	84
10555	96
10556	136
10557	34
10558	55
10559	55
10560	136
10561	34
10562	136
10563	137
10564	173
10565	27
10566	174
10567	98
10568	55
10569	170
10570	171
10571	137
10572	173
10573	174
10574	160
10575	54
10576	136
10577	170
10578	171
10579	172
10580	136
10581	147
10582	34
10583	16
10584	127
10585	134
10586	64
10587	37
10588	38
10589	34
10590	52
10591	34
10592	169
10593	136
10594	147
10595	34
10596	16
10597	127
10598	136
10599	147
10600	34
10601	127
10602	122
10603	126
10604	40
10605	136
10606	147
10607	34
10608	38
10609	108
10610	136
10611	147
10612	37
10613	16
10614	177
10615	85
10616	136
10617	147
10618	37
10619	16
10620	127
10621	130
10622	68
10623	115
10624	136
10625	147
10626	169
10627	169
10628	29
10629	136
10630	147
10631	37
10632	16
10633	25
10634	137
10635	173
10636	27
10637	174
10638	172
10639	160
10640	46
10641	58
10642	195
10643	170
10644	171
10645	17
10646	137
10647	143
10648	120
10649	105
10650	129
10651	25
10652	52
10653	55
10654	129
10655	25
10656	129
10657	136
10658	147
10659	34
10660	14
10661	127
10662	137
10663	173
10664	27
10665	174
10666	172
10667	160
10668	46
10669	58
10670	195
10671	170
10672	171
10673	17
10674	112
10675	143
10676	158
10677	130
10678	68
10679	115
10680	136
10681	147
10682	34
10683	16
10684	127
10685	136
10686	175
10687	122
10688	122
10689	130
10690	58
10691	115
10692	153
10693	130
10694	68
10695	124
10696	153
10697	20
10698	25
10699	52
10700	50
10701	20
10702	91
10703	25
10704	50
10705	50
10706	91
10707	131
10708	17
10709	7
10710	79
10711	136
10712	147
10713	132
10714	16
10715	127
10716	177
10717	132
10718	5
10719	193
10720	66
10721	43
10722	91
10723	34
10724	52
10725	175
10726	48
10727	134
10728	64
10729	34
10730	136
10731	147
10732	16
10733	127
10734	177
10735	83
10736	71
10737	192
10738	74
10739	70
10740	5
10741	57
10742	59
10743	97
10744	134
10745	64
10746	37
10747	132
10748	5
10749	191
10750	164
10751	150
10752	9
10753	155
10754	137
10755	173
10756	27
10757	174
10758	172
10759	160
10760	46
10761	58
10762	195
10763	170
10764	171
10765	17
10766	137
10767	143
10768	120
10769	105
10770	136
10771	147
10772	122
10773	127
10774	85
10775	136
10776	147
10777	34
10778	16
10779	127
10780	38
10781	177
10782	136
10783	147
10784	38
10785	200
10786	175
10787	94
10788	156
10789	156
10790	135
10791	25
10792	55
10793	55
10794	37
10795	102
10796	136
10797	147
10798	16
10799	177
10800	108
10801	126
10802	136
10803	147
10804	34
10805	38
10806	84
10807	136
10808	5
10809	190
10810	79
10811	164
10812	137
10813	27
10814	172
10815	160
10816	195
10817	58
10818	195
10819	134
10820	64
10821	167
10822	38
10823	147
10824	167
10825	16
10826	84
10827	177
10828	200
10829	136
10830	147
10831	34
10832	200
10833	175
10834	30
10835	83
10836	71
10837	59
10838	2
10839	136
10840	147
10841	34
10842	126
10843	38
10844	134
10845	64
10846	37
10847	136
10848	147
10849	136
10850	16
10851	177
10852	136
10853	147
10854	122
10855	127
10856	122
10857	30
10858	83
10859	71
10860	59
10861	2
10862	129
10863	64
10864	138
10865	136
10866	147
10867	34
10868	127
10869	122
10870	126
10871	40
10872	117
10873	34
10874	52
10875	52
10876	117
10877	34
10878	117
10879	130
10880	68
10881	115
10882	153
10883	30
10884	83
10885	71
10886	59
10887	83
10888	117
10889	167
10890	55
10891	55
10892	117
10893	167
10894	117
10895	110
10896	190
10897	66
10898	126
10899	11
10900	38
10901	11
10902	175
10903	136
10904	147
10905	34
10906	127
10907	85
10908	130
10909	147
10910	34
10911	127
10912	108
10913	129
10914	68
10915	115
10916	136
10917	147
10918	34
10919	127
10920	85
10921	134
10922	64
10923	34
10924	130
10925	68
10926	115
10927	153
10928	137
10929	173
10930	171
10931	174
10932	172
10933	160
10934	46
10935	55
10936	195
10937	170
10938	112
10939	130
10940	68
10941	115
10942	153
10943	91
10944	153
10945	114
10946	54
10947	113
10948	137
10949	173
10950	174
10951	172
10952	160
10953	46
10954	195
10955	170
10956	36
10957	64
10958	134
10959	64
10960	37
10961	136
10962	147
10963	38
10964	200
10965	175
10966	40
10967	94
10968	94
10969	156
10970	37
10971	55
10972	91
10973	16
10974	138
10975	136
10976	147
10977	168
10978	16
10979	127
10980	177
10981	85
10982	134
10983	64
10984	37
10985	136
10986	147
10987	34
10988	16
10989	177
10990	127
10991	147
10992	34
10993	34
10994	87
10995	94
10996	156
10997	132
10998	5
10999	72
11000	181
11001	72
11002	136
11003	147
11004	34
11005	127
11006	127
11007	34
11008	6
11009	190
11010	79
11011	164
11012	117
11013	148
11014	20
11015	25
11016	50
11017	52
11018	20
11019	40
11020	147
11021	34
11022	16
11023	200
11024	132
11025	5
11026	127
11027	184
11028	80
11029	165
11030	125
11031	149
11032	129
11033	167
11034	55
11035	52
11036	129
11037	167
11038	129
11039	34
11040	147
11041	34
11042	16
11043	160
11044	136
11045	147
11046	34
11047	16
11048	127
11049	134
11050	64
11051	37
11052	126
11053	25
11054	52
11055	52
11056	126
11057	27
11058	126
11059	132
11060	55
11061	52
11062	129
11063	101
11064	136
11065	147
11066	34
11067	85
11068	58
11069	138
11070	5
11071	190
11072	184
11073	80
11074	164
11075	136
11076	147
11077	115
11078	200
11079	85
11080	136
11081	147
11082	34
11083	16
11084	127
11085	136
11086	147
11087	34
11088	16
11089	91
11090	34
11091	137
11092	173
11093	27
11094	174
11095	172
11096	160
11097	46
11098	55
11099	195
11100	170
11101	171
11102	17
11103	112
11104	143
11105	120
11106	105
11107	45
11108	136
11109	147
11110	70
11111	16
11112	127
11113	136
11114	147
11115	16
11116	177
11117	108
11118	126
11119	133
11120	36
11121	136
11122	161
11123	185
11124	136
11125	147
11126	34
11127	16
11128	127
11129	38
11130	177
11131	85
11132	134
11133	64
11134	37
11135	134
11136	64
11137	37
11138	91
11139	68
11140	115
11141	134
11142	64
11143	37
11144	136
11145	147
11146	34
11147	16
11148	127
11149	127
11150	130
11151	68
11152	115
11153	153
11154	137
11155	173
11156	122
11157	174
11158	98
11159	160
11160	46
11161	58
11162	195
11163	170
11164	171
11165	17
11166	120
11167	120
11168	110
11169	191
11170	70
11171	190
11172	44
11173	136
11174	167
11175	55
11176	55
11177	136
11178	167
11179	136
11180	130
11181	68
11182	115
11183	115
11184	91
11185	147
11186	34
11187	127
11188	108
11189	135
11190	68
11191	115
11192	153
11193	137
11194	173
11195	167
11196	172
11197	175
11198	105
11199	105
11200	130
11201	68
11202	115
11203	153
11204	137
11205	173
11206	27
11207	172
11208	59
11209	120
11210	105
11211	112
11212	173
11213	27
11214	174
11215	172
11216	160
11217	160
11218	55
11219	46
11220	143
11221	134
11222	64
11223	37
11224	91
11225	68
11226	115
11227	153
11228	131
11229	4
11230	193
11231	163
11232	16
11233	134
11234	64
11235	38
11236	147
11237	27
11238	127
11239	88
11240	136
11241	147
11242	34
11243	16
11244	200
11245	106
11246	136
11247	147
11248	34
11249	34
11250	89
11251	132
11252	5
11253	190
11254	79
11255	164
11256	66
11257	136
11258	37
11259	52
11260	52
11261	136
11262	37
11263	136
11264	136
11265	147
11266	168
11267	16
11268	177
11269	91
11270	27
11271	32
11272	141
11273	33
11274	99
11275	186
11276	131
11277	5
11278	190
11279	80
11280	134
11281	51
11282	27
11283	27
11284	51
11285	137
11286	173
11287	27
11288	174
11289	160
11290	46
11291	195
11292	170
11293	172
11294	134
11295	64
11296	25
11297	91
11298	147
11299	138
11300	16
11301	177
11302	136
11303	147
11304	38
11305	38
11306	34
11307	200
11308	190
11309	52
11310	60
11311	60
11312	60
11313	136
11314	147
11315	34
11316	84
11317	108
11318	84
11319	136
11320	27
11321	55
11322	55
11323	136
11324	27
11325	136
11326	117
11327	167
11328	55
11329	55
11330	117
11331	167
11332	117
11333	136
11334	147
11335	170
11336	175
11337	3
11338	134
11339	64
11340	37
11341	136
11342	147
11343	167
11344	38
11345	167
11346	96
11347	134
11348	64
11349	37
11350	136
11351	147
11352	34
11353	136
11354	136
11355	136
11356	147
11357	34
11358	16
11359	127
11360	136
11361	147
11362	108
11363	127
11364	85
11365	136
11366	147
11367	37
11368	15
11369	127
11370	136
11371	147
11372	122
11373	127
11374	122
11375	126
11376	175
11377	40
11378	91
11379	25
11380	50
11381	50
11382	91
11383	137
11384	173
11385	34
11386	52
11387	17
11388	98
11389	134
11390	64
11391	136
11392	147
11393	70
11394	127
11395	126
11396	40
11397	136
11398	147
11399	34
11400	200
11401	52
11402	136
11403	136
11404	147
11405	34
11406	16
11407	127
11408	136
11409	147
11410	16
11411	177
11412	198
11413	169
11414	16
11415	29
11416	136
11417	147
11418	34
11419	16
11420	126
11421	88
11422	38
11423	68
11424	115
11425	153
11426	136
11427	147
11428	126
11429	200
11430	94
11431	94
11432	94
11433	133
11434	133
11435	136
11436	147
11437	34
11438	16
11439	127
11440	38
11441	177
11442	131
11443	8
11444	163
11445	190
11446	183
11447	117
11448	34
11449	55
11450	55
11451	117
11452	34
11453	117
11454	136
11455	147
11456	34
11457	16
11458	52
11459	23
11460	134
11461	64
11462	137
11463	173
11464	83
11465	172
11466	58
11467	170
11468	58
11469	168
11470	137
11471	136
11472	147
11473	167
11474	17
11475	127
11476	38
11477	177
11478	21
11479	5
11480	190
11481	79
11482	148
11483	136
11484	147
11485	34
11486	127
11487	108
11488	134
11489	64
11490	136
11491	147
11492	34
11493	177
11494	161
11495	162
11496	129
11497	68
11498	115
11499	136
11500	147
11501	34
11502	16
11503	127
11504	38
11505	177
11506	136
11507	147
11508	34
11509	16
11510	108
11511	136
11512	147
11513	34
11514	16
11515	177
11516	187
11517	34
11518	16
11519	176
11520	34
11521	30
11522	93
11523	140
11524	199
11525	67
11526	153
11527	134
11528	64
11529	37
11530	136
11531	147
11532	34
11533	38
11534	108
11535	130
11536	68
11537	115
11538	27
11539	136
11540	147
11541	34
11542	16
11543	96
11544	38
11545	177
11546	134
11547	64
11548	37
11549	91
11550	147
11551	38
11552	175
11553	3
11554	136
11555	147
11556	16
11557	177
11558	108
11559	126
11560	136
11561	147
11562	70
11563	38
11564	84
11565	136
11566	147
11567	34
11568	16
11569	87
11570	34
11571	108
11572	127
11573	40
11574	137
11575	173
11576	66
11577	174
11578	172
11579	160
11580	46
11581	68
11582	170
11583	112
11584	181
11585	58
11586	34
11587	130
11588	68
11589	115
11590	153
11591	137
11592	173
11593	34
11594	174
11595	46
11596	46
11597	195
11598	170
11599	171
11600	17
11601	172
11602	126
11603	147
11604	34
11605	16
11606	164
11607	136
11608	147
11609	38
11610	108
11611	85
11612	71
11613	147
11614	25
11615	16
11616	127
11617	136
11618	147
11619	27
11620	16
11621	127
11622	177
11623	136
11624	147
11625	167
11626	108
11627	126
11628	85
11629	134
11630	64
11631	37
11632	136
11633	190
11634	164
11635	15
11636	176
11637	136
11638	147
11639	34
11640	16
11641	34
11642	134
11643	64
11644	37
11645	136
11646	147
11647	127
11648	108
11649	88
11650	136
11651	147
11652	34
11653	127
11654	122
11655	126
11656	40
11657	136
11658	147
11659	179
11660	169
11661	29
11662	0
11663	91
11664	68
11665	115
11666	137
11667	173
11668	25
11669	174
11670	172
11671	160
11672	195
11673	58
11674	195
11675	170
11676	171
11677	17
11678	112
11679	143
11680	120
11681	105
11682	130
11683	68
11684	115
11685	153
11686	136
11687	147
11688	34
11689	16
11690	127
11691	85
11692	117
11693	37
11694	52
11695	55
11696	117
11697	27
11698	117
11699	136
11700	147
11701	161
11702	185
11703	130
11704	68
11705	115
11706	181
11707	134
11708	64
11709	37
11710	136
11711	147
11712	34
11713	127
11714	122
11715	126
11716	40
11717	136
11718	147
11719	34
11720	35
11721	85
11722	11
11723	5
11724	189
11725	164
11726	16
11727	176
11728	132
11729	4
11730	190
11731	79
11732	150
11733	55
11734	91
11735	38
11736	130
11737	68
11738	115
11739	136
11740	147
11741	34
11742	16
11743	127
11744	136
11745	106
11746	34
11747	108
11748	28
11749	136
11750	147
11751	34
11752	126
11753	29
11754	130
11755	68
11756	115
11757	153
11758	136
11759	147
11760	16
11761	177
11762	108
11763	126
11764	134
11765	64
11766	37
11767	136
11768	147
11769	34
11770	16
11771	127
11772	38
11773	177
11774	136
11775	147
11776	132
11777	16
11778	38
11779	136
11780	34
11781	34
11782	126
11783	161
11784	175
11785	40
11786	136
11787	147
11788	71
11789	96
11790	108
11791	85
11792	136
11793	147
11794	34
11795	200
11796	88
11797	110
11798	7
11799	136
11800	147
11801	34
11802	127
11803	38
11804	200
11805	83
11806	71
11807	74
11808	136
11809	147
11810	34
11811	127
11812	34
11813	126
11814	175
11815	40
11816	136
11817	25
11818	175
11819	136
11820	175
11821	91
11822	198
11823	134
11824	64
11825	37
11826	134
11827	64
11828	37
11829	131
11830	4
11831	14
11832	136
11833	147
11834	34
11835	119
11836	41
11837	136
11838	147
11839	34
11840	127
11841	34
11842	136
11843	167
11844	16
11845	176
11846	175
11847	136
11848	147
11849	136
11850	38
11851	87
11852	136
11853	147
11854	34
11855	16
11856	127
11857	136
11858	147
11859	34
11860	127
11861	34
11862	126
11863	175
11864	40
11865	136
11866	147
11867	34
11868	127
11869	38
11870	110
11871	153
11872	91
11873	115
11874	38
11875	115
11876	91
11877	138
11878	5
11879	190
11880	184
11881	16
11882	150
11883	25
11884	52
11885	52
11886	37
11887	102
11888	136
11889	147
11890	122
11891	15
11892	127
11893	177
11894	33
11895	5
11896	190
11897	164
11898	14
11899	136
11900	147
11901	34
11902	34
11903	119
11904	130
11905	68
11906	115
11907	136
11908	147
11909	34
11910	16
11911	38
11912	134
11913	64
11914	37
11915	130
11916	68
11917	115
11918	136
11919	147
11920	34
11921	127
11922	34
11923	126
11924	40
11925	37
11926	147
11927	34
11928	16
11929	177
11930	84
11931	134
11932	64
11933	37
11934	136
11935	147
11936	34
11937	16
11938	127
11939	38
11940	177
11941	68
11942	129
11943	40
11944	76
11945	130
11946	68
11947	115
11948	136
11949	147
11950	34
11951	127
11952	119
11953	34
11954	5
11955	191
11956	164
11957	15
11958	137
11959	173
11960	167
11961	174
11962	172
11963	160
11964	46
11965	58
11966	195
11967	170
11968	171
11969	17
11970	112
11971	143
11972	46
11973	188
11974	134
11975	64
11976	34
11977	136
11978	122
11979	129
11980	38
11981	129
11982	91
11983	136
11984	147
11985	34
11986	16
11987	177
11988	58
11989	130
11990	68
11991	115
11992	134
11993	64
11994	37
11995	137
11996	173
11997	25
11998	174
11999	172
12000	160
12001	46
12002	58
12003	195
12004	170
12005	171
12006	17
12007	112
12008	143
12009	120
12010	105
12011	136
12012	147
12013	34
12014	127
12015	122
12016	126
12017	40
12018	137
12019	173
12020	27
12021	98
12022	58
12023	136
12024	147
12025	34
12026	127
12027	108
12028	134
12029	64
12030	37
12031	25
12032	59
12033	41
12034	136
12035	34
12036	35
12037	133
12038	69
12039	136
12040	147
12041	108
12042	134
12043	64
12044	37
12045	136
12046	147
12047	16
12048	34
12049	136
12050	133
12051	37
12052	142
12053	134
12054	64
12055	37
12056	136
12057	147
12058	34
12059	16
12060	127
12061	38
12062	177
12063	137
12064	173
12065	34
12066	174
12067	172
12068	160
12069	46
12070	58
12071	195
12072	170
12073	171
12074	112
12075	143
12076	120
12077	105
12078	136
12079	147
12080	34
12081	127
12082	200
12083	136
12084	147
12085	34
12086	16
12087	122
12088	134
12089	64
12090	37
12091	136
12092	147
12093	34
12094	16
12095	127
12096	134
12097	147
12098	122
12099	108
12100	145
12101	83
12102	71
12103	132
12104	4
12105	78
12106	43
12107	132
12108	132
12109	6
12110	191
12111	79
12112	66
12113	148
12114	43
12115	132
12116	136
12117	147
12118	34
12119	16
12120	127
12121	38
12122	147
12123	34
12124	122
12125	136
12126	136
12127	147
12128	27
12129	16
12130	127
12131	177
12132	136
12133	147
12134	122
12135	126
12136	130
12137	130
12138	68
12139	115
12140	136
12141	147
12142	34
12143	127
12144	108
12145	87
12146	136
12147	34
12148	34
12149	126
12150	175
12151	40
12152	135
12153	5
12154	190
12155	164
12156	66
12157	136
12158	147
12159	34
12160	127
